ID,User_ID,date,Time,lon,lat,loc_ID
1,382,12/09/2010,08:46:10,0.1023802,52.17312342,1307095
2,1050,14/08/2010,07:34:30,0.12345125,52.19797453,1735486
3,1050,14/08/2010,07:31:37,0.122774397,52.19791049,654162
4,1050,13/08/2010,21:07:46,0.116429317,52.21005677,516769
5,1050,13/08/2010,21:07:38,0.116199617,52.2100104,21381
6,1050,13/08/2010,16:30:53,0.121358483,52.20697013,31256
7,1773,28/03/2010,16:00:00,0.139358426,52.20256008,290570
8,1773,28/03/2010,12:16:40,0.121454867,52.20403922,52575
9,1773,28/03/2010,12:07:13,0.1176685,52.20500562,311333
10,1876,28/09/2010,18:31:08,0.119848981,52.20898043,113232
11,1876,22/08/2010,10:58:08,0.124831567,52.20222517,317567
12,1876,22/08/2010,10:35:51,0.133270133,52.20679712,34550
13,1876,22/08/2010,10:15:54,0.1820149,52.212466,626021
14,2208,14/08/2010,12:37:57,0.09347168,52.18124562,1751411
15,2208,01/08/2010,11:39:41,0.10814155,52.25208957,36564
16,2208,01/08/2010,10:57:45,0.099347797,52.24866901,1467234
17,3969,03/08/2010,16:54:14,0.117664423,52.2100261,558662
18,3969,03/08/2010,07:09:55,0.1501019,52.23012596,1549603
19,3969,30/07/2010,13:42:19,0.121454867,52.20403922,52575
20,3969,17/07/2010,20:22:48,0.121545673,52.20636528,473309
21,3969,17/07/2010,19:48:34,0.123847961,52.20811462,247231
22,3969,17/07/2010,17:31:33,0.126855619,52.1999982,365559
23,3969,17/07/2010,15:21:54,0.123855267,52.1933832,604999
24,3969,17/07/2010,13:59:52,0.121454867,52.20403922,52575
25,3969,28/05/2010,12:30:21,0.130241553,52.20459749,727819
26,3969,28/05/2010,10:50:34,0.121454867,52.20403922,52575
27,3969,26/05/2010,07:55:58,0.146760439,52.23126652,94952
28,3969,21/05/2010,12:03:08,0.145554417,52.23202137,148993
29,3969,11/05/2010,17:53:44,0.119444717,52.20069531,462184
30,3969,07/05/2010,08:00:10,0.146760439,52.23126652,94952
31,3969,04/05/2010,21:02:28,0.123660564,52.20312582,31321
32,3969,29/04/2010,19:56:07,0.123660564,52.20312582,31321
33,3969,29/04/2010,17:06:35,0.123903733,52.20315315,289003
34,3969,29/04/2010,15:56:22,0.122652022,52.20508718,250538
35,3969,29/04/2010,14:29:13,0.121454867,52.20403922,52575
36,3969,24/04/2010,12:43:08,0.153686648,52.2283681,531629
37,3969,21/04/2010,07:47:05,0.146760439,52.23126652,94952
38,3969,03/04/2010,13:14:30,0.123229971,52.20547485,387227
39,3969,25/03/2010,08:54:13,0.146760439,52.23126652,94952
40,3969,22/03/2010,09:22:20,0.146760439,52.23126652,94952
41,3969,03/03/2010,14:17:22,0.146760439,52.23126652,94952
42,3969,03/02/2010,09:04:23,0.145554417,52.23202137,148993
43,3969,02/02/2010,09:45:59,0.146760439,52.23126652,94952
44,3969,29/01/2010,13:23:41,0.136727361,52.23564157,470822
45,3969,28/01/2010,11:48:38,0.146760439,52.23126652,94952
46,3969,27/01/2010,19:08:24,0.119444717,52.20069531,462184
47,3969,27/01/2010,10:23:28,0.146760439,52.23126652,94952
48,3969,22/01/2010,16:41:36,0.146760439,52.23126652,94952
49,3969,18/01/2010,12:51:59,0.146760439,52.23126652,94952
50,3969,15/01/2010,09:32:33,0.137495017,52.19440912,21356
51,3969,12/01/2010,12:42:29,0.146760439,52.23126652,94952
52,3969,06/01/2010,10:10:52,0.146760439,52.23126652,94952
53,3969,30/12/2009,14:50:12,0.146760439,52.23126652,94952
54,3969,16/12/2009,08:54:54,0.146760439,52.23126652,94952
55,3969,16/12/2009,08:54:17,0.14690925,52.23185907,216437
56,3969,16/12/2009,08:52:30,0.145554417,52.23202137,148993
57,3969,16/12/2009,08:49:28,0.150818533,52.23169298,136796
58,3969,07/12/2009,15:38:18,0.146760439,52.23126652,94952
